id,year,job_role,salary_usd,automation_risk,demand_index,skill
196,2020,BI Developer,186458.0,0.681,102.4,Statistics
196,2020,BI Developer,186458.0,0.681,102.4,A/B Testing
197,2021,Digital Marketer,117551.0,0.744,110.0,Airflow
197,2021,Digital Marketer,117551.0,0.744,110.0,dbt
197,2021,Digital Marketer,117551.0,0.744,110.0,Excel (Basic)
197,2021,Digital Marketer,117551.0,0.744,110.0,Vector Databases
197,2021,Digital Marketer,117551.0,0.744,110.0,Machine Learning
197,2021,Digital Marketer,117551.0,0.744,110.0,MS Access
198,2023,HR Analyst,159586.0,0.98,115.0,Copy-Paste Reporting
198,2023,HR Analyst,159586.0,0.98,115.0,Cloud (AWS/GCP)
198,2023,HR Analyst,159586.0,0.98,115.0,Power BI
199,2021,Product Manager,209937.0,0.245,113.9,SQL
199,2021,Product Manager,209937.0,0.245,113.9,Machine Learning
199,2021,Product Manager,209937.0,0.245,113.9,Excel (Basic)
200,2021,SEO Specialist,114543.0,0.98,108.3,Cold Calling
200,2021,SEO Specialist,114543.0,0.98,108.3,R
200,2021,SEO Specialist,114543.0,0.98,108.3,Kubernetes
200,2021,SEO Specialist,114543.0,0.98,108.3,Manual Testing
200,2021,SEO Specialist,114543.0,0.98,108.3,Legacy VBA
200,2021,SEO Specialist,114543.0,0.98,108.3,Copy-Paste Reporting
201,2019,Software Developer,203984.0,0.98,104.3,Cold Calling
201,2019,Software Developer,203984.0,0.98,104.3,Spark/PySpark
201,2019,Software Developer,203984.0,0.98,104.3,dbt
201,2019,Software Developer,203984.0,0.98,104.3,Manual Testing
201,2019,Software Developer,203984.0,0.98,104.3,A/B Testing
202,2019,Business Analyst,97903.0,0.98,109.4,A/B Testing
202,2019,Business Analyst,97903.0,0.98,109.4,Tableau
202,2019,Business Analyst,97903.0,0.98,109.4,Spark/PySpark
202,2019,Business Analyst,97903.0,0.98,109.4,Manual Testing
202,2019,Business Analyst,97903.0,0.98,109.4,Copy-Paste Reporting
202,2019,Business Analyst,97903.0,0.98,109.4,COBOL
203,2023,Cloud Architect,202381.0,0.723,118.7,Excel (Basic)
203,2023,Cloud Architect,202381.0,0.723,118.7,MLOps
203,2023,Cloud Architect,202381.0,0.723,118.7,A/B Testing
203,2023,Cloud Architect,202381.0,0.723,118.7,Basic SEO
203,2023,Cloud Architect,202381.0,0.723,118.7,R
204,2023,AI Engineer,347627.0,0.72,139.6,Legacy VBA
204,2023,AI Engineer,347627.0,0.72,139.6,Cloud (AWS/GCP)
204,2023,AI Engineer,347627.0,0.72,139.6,Power BI
204,2023,AI Engineer,347627.0,0.72,139.6,Excel (Basic)
204,2023,AI Engineer,347627.0,0.72,139.6,Prompt Engineering
205,2024,Operations Analyst,78181.0,0.98,158.3,Data Entry
205,2024,Operations Analyst,78181.0,0.98,158.3,COBOL
205,2024,Operations Analyst,78181.0,0.98,158.3,Cold Calling
205,2024,Operations Analyst,78181.0,0.98,158.3,Excel (Basic)
205,2024,Operations Analyst,78181.0,0.98,158.3,Airflow
206,2023,Digital Marketer,141446.0,0.98,149.6,Spark/PySpark
206,2023,Digital Marketer,141446.0,0.98,149.6,Basic SEO
206,2023,Digital Marketer,141446.0,0.98,149.6,Legacy VBA
206,2023,Digital Marketer,141446.0,0.98,149.6,Airflow
206,2023,Digital Marketer,141446.0,0.98,149.6,Machine Learning
206,2023,Digital Marketer,141446.0,0.98,149.6,Excel (Basic)
207,2019,SQL Developer,105155.0,0.98,96.0,Spark/PySpark
207,2019,SQL Developer,105155.0,0.98,96.0,Power BI
207,2019,SQL Developer,105155.0,0.98,96.0,Crystal Reports
207,2019,SQL Developer,105155.0,0.98,96.0,dbt
207,2019,SQL Developer,105155.0,0.98,96.0,Basic SEO
207,2019,SQL Developer,105155.0,0.98,96.0,A/B Testing
208,2022,Product Manager,129341.0,0.621,128.5,R
208,2022,Product Manager,129341.0,0.621,128.5,MLOps
208,2022,Product Manager,129341.0,0.621,128.5,Legacy VBA
208,2022,Product Manager,129341.0,0.621,128.5,Statistics
209,2021,BI Developer,148744.0,0.98,115.1,Legacy VBA
209,2021,BI Developer,148744.0,0.98,115.1,Cold Calling
209,2021,BI Developer,148744.0,0.98,115.1,Copy-Paste Reporting
209,2021,BI Developer,148744.0,0.98,115.1,MS Access
209,2021,BI Developer,148744.0,0.98,115.1,Data Entry
210,2021,Accountant,179209.0,0.98,113.6,R
210,2021,Accountant,179209.0,0.98,113.6,Prompt Engineering
210,2021,Accountant,179209.0,0.98,113.6,Airflow
210,2021,Accountant,179209.0,0.98,113.6,Cold Calling
210,2021,Accountant,179209.0,0.98,113.6,Crystal Reports
211,2024,Digital Marketer,163381.0,0.98,128.2,Prompt Engineering
211,2024,Digital Marketer,163381.0,0.98,128.2,Cloud (AWS/GCP)
211,2024,Digital Marketer,163381.0,0.98,128.2,Excel (Basic)
211,2024,Digital Marketer,163381.0,0.98,128.2,Legacy VBA
211,2024,Digital Marketer,163381.0,0.98,128.2,R
212,2022,DevOps Engineer,185990.0,0.98,105.4,Crystal Reports
212,2022,DevOps Engineer,185990.0,0.98,105.4,Deep Learning
212,2022,DevOps Engineer,185990.0,0.98,105.4,Vector Databases
212,2022,DevOps Engineer,185990.0,0.98,105.4,Tableau
212,2022,DevOps Engineer,185990.0,0.98,105.4,Data Entry
213,2022,SQL Developer,137415.0,0.98,91.7,Spark/PySpark
213,2022,SQL Developer,137415.0,0.98,91.7,Cloud (AWS/GCP)
213,2022,SQL Developer,137415.0,0.98,91.7,Manual Testing
213,2022,SQL Developer,137415.0,0.98,91.7,MS Access
213,2022,SQL Developer,137415.0,0.98,91.7,Excel (Basic)
214,2019,Supply Chain Analyst,225724.0,0.05,108.3,Cloud (AWS/GCP)
214,2019,Supply Chain Analyst,225724.0,0.05,108.3,Power BI
214,2019,Supply Chain Analyst,225724.0,0.05,108.3,MLOps
215,2019,Supply Chain Analyst,107702.0,0.845,98.8,Power BI
215,2019,Supply Chain Analyst,107702.0,0.845,98.8,Data Entry
215,2019,Supply Chain Analyst,107702.0,0.845,98.8,Statistics
215,2019,Supply Chain Analyst,107702.0,0.845,98.8,dbt
216,2021,Cloud Architect,234781.0,0.98,122.0,R
216,2021,Cloud Architect,234781.0,0.98,122.0,MS Access
216,2021,Cloud Architect,234781.0,0.98,122.0,Copy-Paste Reporting
216,2021,Cloud Architect,234781.0,0.98,122.0,Machine Learning
217,2020,QA Engineer,183345.0,0.736,111.9,LLMs/GenAI
217,2020,QA Engineer,183345.0,0.736,111.9,MS Access
217,2020,QA Engineer,183345.0,0.736,111.9,Prompt Engineering
217,2020,QA Engineer,183345.0,0.736,111.9,Machine Learning
217,2020,QA Engineer,183345.0,0.736,111.9,Python
217,2020,QA Engineer,183345.0,0.736,111.9,COBOL
218,2019,Cloud Architect,315682.0,0.05,94.5,Spark/PySpark
218,2019,Cloud Architect,315682.0,0.05,94.5,A/B Testing
218,2019,Cloud Architect,315682.0,0.05,94.5,Tableau
218,2019,Cloud Architect,315682.0,0.05,94.5,Kubernetes
218,2019,Cloud Architect,315682.0,0.05,94.5,dbt
218,2019,Cloud Architect,315682.0,0.05,94.5,Cloud (AWS/GCP)
219,2024,IT Support Specialist,132060.0,0.98,94.7,COBOL
219,2024,IT Support Specialist,132060.0,0.98,94.7,Prompt Engineering
219,2024,IT Support Specialist,132060.0,0.98,94.7,Excel (Basic)
219,2024,IT Support Specialist,132060.0,0.98,94.7,Legacy VBA
219,2024,IT Support Specialist,132060.0,0.98,94.7,Cold Calling
220,2023,HR Analyst,259891.0,0.536,146.5,Deep Learning
220,2023,HR Analyst,259891.0,0.536,146.5,SQL
220,2023,HR Analyst,259891.0,0.536,146.5,Legacy VBA
220,2023,HR Analyst,259891.0,0.536,146.5,Cloud (AWS/GCP)
220,2023,HR Analyst,259891.0,0.536,146.5,LLMs/GenAI
221,2022,Cloud Architect,241694.0,0.249,123.3,Airflow
221,2022,Cloud Architect,241694.0,0.249,123.3,Tableau
221,2022,Cloud Architect,241694.0,0.249,123.3,Cold Calling
221,2022,Cloud Architect,241694.0,0.249,123.3,Kubernetes
221,2022,Cloud Architect,241694.0,0.249,123.3,MLOps
221,2022,Cloud Architect,241694.0,0.249,123.3,Prompt Engineering
222,2023,Data Analyst,146002.0,0.829,120.8,Legacy VBA
222,2023,Data Analyst,146002.0,0.829,120.8,Cloud (AWS/GCP)
222,2023,Data Analyst,146002.0,0.829,120.8,Tableau
223,2022,Supply Chain Analyst,273495.0,0.47,97.3,Vector Databases
223,2022,Supply Chain Analyst,273495.0,0.47,97.3,Manual Testing
223,2022,Supply Chain Analyst,273495.0,0.47,97.3,Airflow
223,2022,Supply Chain Analyst,273495.0,0.47,97.3,Spark/PySpark
223,2022,Supply Chain Analyst,273495.0,0.47,97.3,Statistics
224,2024,Accountant,162676.0,0.98,133.7,Cold Calling
224,2024,Accountant,162676.0,0.98,133.7,R
224,2024,Accountant,162676.0,0.98,133.7,COBOL
224,2024,Accountant,162676.0,0.98,133.7,Legacy VBA
224,2024,Accountant,162676.0,0.98,133.7,dbt
224,2024,Accountant,162676.0,0.98,133.7,Airflow
225,2023,Data Scientist,371516.0,0.549,122.9,Deep Learning
225,2023,Data Scientist,371516.0,0.549,122.9,Excel (Basic)
225,2023,Data Scientist,371516.0,0.549,122.9,Cloud (AWS/GCP)
225,2023,Data Scientist,371516.0,0.549,122.9,Machine Learning
225,2023,Data Scientist,371516.0,0.549,122.9,Basic SEO
226,2023,SQL Developer,242620.0,0.98,101.4,MLOps
226,2023,SQL Developer,242620.0,0.98,101.4,Copy-Paste Reporting
226,2023,SQL Developer,242620.0,0.98,101.4,A/B Testing
226,2023,SQL Developer,242620.0,0.98,101.4,Tableau
227,2020,Operations Analyst,284195.0,0.403,110.2,COBOL
227,2020,Operations Analyst,284195.0,0.403,110.2,Machine Learning
227,2020,Operations Analyst,284195.0,0.403,110.2,Tableau
227,2020,Operations Analyst,284195.0,0.403,110.2,Spark/PySpark
227,2020,Operations Analyst,284195.0,0.403,110.2,A/B Testing
227,2020,Operations Analyst,284195.0,0.403,110.2,Power BI
228,2019,SEO Specialist,174929.0,0.98,102.4,Kubernetes
228,2019,SEO Specialist,174929.0,0.98,102.4,Basic SEO
228,2019,SEO Specialist,174929.0,0.98,102.4,Python
228,2019,SEO Specialist,174929.0,0.98,102.4,MS Access
228,2019,SEO Specialist,174929.0,0.98,102.4,dbt
228,2019,SEO Specialist,174929.0,0.98,102.4,Excel (Basic)
229,2022,DevOps Engineer,132564.0,0.05,117.1,Statistics
229,2022,DevOps Engineer,132564.0,0.05,117.1,Machine Learning
229,2022,DevOps Engineer,132564.0,0.05,117.1,Prompt Engineering
230,2025,Data Engineer,281543.0,0.98,166.7,Copy-Paste Reporting
230,2025,Data Engineer,281543.0,0.98,166.7,SQL
230,2025,Data Engineer,281543.0,0.98,166.7,Basic SEO
230,2025,Data Engineer,281543.0,0.98,166.7,Deep Learning
230,2025,Data Engineer,281543.0,0.98,166.7,Legacy VBA
230,2025,Data Engineer,281543.0,0.98,166.7,MS Access
231,2020,HR Analyst,175417.0,0.98,106.4,A/B Testing
231,2020,HR Analyst,175417.0,0.98,106.4,Spark/PySpark
231,2020,HR Analyst,175417.0,0.98,106.4,MS Access
231,2020,HR Analyst,175417.0,0.98,106.4,Airflow
231,2020,HR Analyst,175417.0,0.98,106.4,Python
231,2020,HR Analyst,175417.0,0.98,106.4,COBOL
232,2022,Supply Chain Analyst,275914.0,0.98,112.7,Basic SEO
232,2022,Supply Chain Analyst,275914.0,0.98,112.7,Airflow
232,2022,Supply Chain Analyst,275914.0,0.98,112.7,Copy-Paste Reporting
232,2022,Supply Chain Analyst,275914.0,0.98,112.7,Tableau
232,2022,Supply Chain Analyst,275914.0,0.98,112.7,Vector Databases
232,2022,Supply Chain Analyst,275914.0,0.98,112.7,Spark/PySpark
233,2024,Machine Learning Engineer,163630.0,0.05,119.7,Airflow
233,2024,Machine Learning Engineer,163630.0,0.05,119.7,dbt
233,2024,Machine Learning Engineer,163630.0,0.05,119.7,Deep Learning
234,2019,IT Support Specialist,154775.0,0.424,105.2,SQL
234,2019,IT Support Specialist,154775.0,0.424,105.2,Tableau
234,2019,IT Support Specialist,154775.0,0.424,105.2,Airflow
235,2025,Business Analyst,115503.0,0.98,138.9,Basic SEO
235,2025,Business Analyst,115503.0,0.98,138.9,MS Access
235,2025,Business Analyst,115503.0,0.98,138.9,Excel (Basic)
235,2025,Business Analyst,115503.0,0.98,138.9,MLOps
236,2025,Supply Chain Analyst,168227.0,0.792,138.8,Legacy VBA
236,2025,Supply Chain Analyst,168227.0,0.792,138.8,A/B Testing
236,2025,Supply Chain Analyst,168227.0,0.792,138.8,Airflow
236,2025,Supply Chain Analyst,168227.0,0.792,138.8,Power BI
237,2019,SEO Specialist,220890.0,0.98,101.1,Machine Learning
237,2019,SEO Specialist,220890.0,0.98,101.1,Vector Databases
237,2019,SEO Specialist,220890.0,0.98,101.1,Data Entry
237,2019,SEO Specialist,220890.0,0.98,101.1,Legacy VBA
237,2019,SEO Specialist,220890.0,0.98,101.1,SQL
237,2019,SEO Specialist,220890.0,0.98,101.1,A/B Testing
238,2022,QA Engineer,122066.0,0.98,118.5,Cold Calling
238,2022,QA Engineer,122066.0,0.98,118.5,R
238,2022,QA Engineer,122066.0,0.98,118.5,Statistics
238,2022,QA Engineer,122066.0,0.98,118.5,Airflow
239,2021,Operations Analyst,149961.0,0.103,109.7,Power BI
239,2021,Operations Analyst,149961.0,0.103,109.7,R
239,2021,Operations Analyst,149961.0,0.103,109.7,A/B Testing
239,2021,Operations Analyst,149961.0,0.103,109.7,Spark/PySpark
239,2021,Operations Analyst,149961.0,0.103,109.7,SQL
239,2021,Operations Analyst,149961.0,0.103,109.7,Airflow
240,2021,HR Analyst,58632.0,0.98,107.5,R
240,2021,HR Analyst,58632.0,0.98,107.5,MS Access
240,2021,HR Analyst,58632.0,0.98,107.5,Basic SEO
241,2021,Software Developer,234009.0,0.98,109.0,dbt
241,2021,Software Developer,234009.0,0.98,109.0,COBOL
241,2021,Software Developer,234009.0,0.98,109.0,Cold Calling
242,2024,SEO Specialist,157841.0,0.63,146.4,Prompt Engineering
242,2024,SEO Specialist,157841.0,0.63,146.4,Python
242,2024,SEO Specialist,157841.0,0.63,146.4,dbt
242,2024,SEO Specialist,157841.0,0.63,146.4,MS Access
242,2024,SEO Specialist,157841.0,0.63,146.4,Cloud (AWS/GCP)
243,2025,Digital Marketer,159942.0,0.7,137.3,Airflow
243,2025,Digital Marketer,159942.0,0.7,137.3,R
243,2025,Digital Marketer,159942.0,0.7,137.3,MLOps
243,2025,Digital Marketer,159942.0,0.7,137.3,Cold Calling
243,2025,Digital Marketer,159942.0,0.7,137.3,Prompt Engineering
243,2025,Digital Marketer,159942.0,0.7,137.3,SQL
244,2024,DevOps Engineer,267402.0,0.791,150.8,Tableau
244,2024,DevOps Engineer,267402.0,0.791,150.8,Cloud (AWS/GCP)
244,2024,DevOps Engineer,267402.0,0.791,150.8,COBOL
244,2024,DevOps Engineer,267402.0,0.791,150.8,MS Access
244,2024,DevOps Engineer,267402.0,0.791,150.8,Statistics
244,2024,DevOps Engineer,267402.0,0.791,150.8,MLOps
245,2021,Cloud Architect,324286.0,0.259,120.2,MS Access
245,2021,Cloud Architect,324286.0,0.259,120.2,Spark/PySpark
245,2021,Cloud Architect,324286.0,0.259,120.2,Python
245,2021,Cloud Architect,324286.0,0.259,120.2,Kubernetes
246,2023,Financial Analyst,220602.0,0.458,146.2,MLOps
246,2023,Financial Analyst,220602.0,0.458,146.2,Airflow
246,2023,Financial Analyst,220602.0,0.458,146.2,SQL
246,2023,Financial Analyst,220602.0,0.458,146.2,Excel (Basic)
247,2022,SEO Specialist,209567.0,0.98,118.4,Tableau
247,2022,SEO Specialist,209567.0,0.98,118.4,LLMs/GenAI
247,2022,SEO Specialist,209567.0,0.98,118.4,MS Access
247,2022,SEO Specialist,209567.0,0.98,118.4,Vector Databases
247,2022,SEO Specialist,209567.0,0.98,118.4,Basic SEO
247,2022,SEO Specialist,209567.0,0.98,118.4,Spark/PySpark
248,2022,BI Developer,215159.0,0.98,134.5,Basic SEO
248,2022,BI Developer,215159.0,0.98,134.5,Copy-Paste Reporting
248,2022,BI Developer,215159.0,0.98,134.5,Deep Learning
249,2024,Business Analyst,121978.0,0.473,121.9,Deep Learning
249,2024,Business Analyst,121978.0,0.473,121.9,Crystal Reports
249,2024,Business Analyst,121978.0,0.473,121.9,Spark/PySpark
249,2024,Business Analyst,121978.0,0.473,121.9,Python
250,2022,DevOps Engineer,121594.0,0.98,111.3,Legacy VBA
250,2022,DevOps Engineer,121594.0,0.98,111.3,Statistics
250,2022,DevOps Engineer,121594.0,0.98,111.3,Python
250,2022,DevOps Engineer,121594.0,0.98,111.3,COBOL
250,2022,DevOps Engineer,121594.0,0.98,111.3,R
250,2022,DevOps Engineer,121594.0,0.98,111.3,MS Access
251,2019,Content Strategist,95483.0,0.98,95.1,A/B Testing
251,2019,Content Strategist,95483.0,0.98,95.1,Basic SEO
251,2019,Content Strategist,95483.0,0.98,95.1,Crystal Reports
252,2025,BI Developer,115668.0,0.672,140.3,Airflow
252,2025,BI Developer,115668.0,0.672,140.3,dbt
252,2025,BI Developer,115668.0,0.672,140.3,Manual Testing
252,2025,BI Developer,115668.0,0.672,140.3,A/B Testing
253,2021,Statistician,230316.0,0.98,113.4,Tableau
253,2021,Statistician,230316.0,0.98,113.4,Excel (Basic)
253,2021,Statistician,230316.0,0.98,113.4,Airflow
253,2021,Statistician,230316.0,0.98,113.4,Crystal Reports
253,2021,Statistician,230316.0,0.98,113.4,COBOL
253,2021,Statistician,230316.0,0.98,113.4,Prompt Engineering
254,2025,Data Scientist,157889.0,0.483,154.8,SQL
254,2025,Data Scientist,157889.0,0.483,154.8,R
254,2025,Data Scientist,157889.0,0.483,154.8,Statistics
254,2025,Data Scientist,157889.0,0.483,154.8,Machine Learning
254,2025,Data Scientist,157889.0,0.483,154.8,Data Entry
254,2025,Data Scientist,157889.0,0.483,154.8,Python
255,2019,Digital Marketer,194150.0,0.107,105.7,A/B Testing
255,2019,Digital Marketer,194150.0,0.107,105.7,Machine Learning
255,2019,Digital Marketer,194150.0,0.107,105.7,Airflow
256,2025,Operations Analyst,243849.0,0.819,174.8,Deep Learning
256,2025,Operations Analyst,243849.0,0.819,174.8,Legacy VBA
256,2025,Operations Analyst,243849.0,0.819,174.8,Kubernetes
257,2023,Supply Chain Analyst,88440.0,0.554,141.6,dbt
257,2023,Supply Chain Analyst,88440.0,0.554,141.6,Excel (Basic)
257,2023,Supply Chain Analyst,88440.0,0.554,141.6,Spark/PySpark
258,2024,Software Developer,95484.0,0.98,148.7,Excel (Basic)
258,2024,Software Developer,95484.0,0.98,148.7,Basic SEO
258,2024,Software Developer,95484.0,0.98,148.7,Copy-Paste Reporting
258,2024,Software Developer,95484.0,0.98,148.7,SQL
259,2023,Cloud Architect,363716.0,0.253,107.4,Machine Learning
259,2023,Cloud Architect,363716.0,0.253,107.4,Cloud (AWS/GCP)
259,2023,Cloud Architect,363716.0,0.253,107.4,Power BI
259,2023,Cloud Architect,363716.0,0.253,107.4,Airflow
259,2023,Cloud Architect,363716.0,0.253,107.4,Basic SEO
260,2023,Accountant,176962.0,0.98,150.8,Data Entry
260,2023,Accountant,176962.0,0.98,150.8,Kubernetes
260,2023,Accountant,176962.0,0.98,150.8,COBOL
261,2022,Excel Analyst,179768.0,0.98,116.1,LLMs/GenAI
261,2022,Excel Analyst,179768.0,0.98,116.1,Legacy VBA
261,2022,Excel Analyst,179768.0,0.98,116.1,Excel (Basic)
261,2022,Excel Analyst,179768.0,0.98,116.1,Basic SEO
261,2022,Excel Analyst,179768.0,0.98,116.1,SQL
261,2022,Excel Analyst,179768.0,0.98,116.1,Deep Learning
262,2021,Excel Analyst,57784.0,0.98,102.5,SQL
262,2021,Excel Analyst,57784.0,0.98,102.5,Crystal Reports
262,2021,Excel Analyst,57784.0,0.98,102.5,COBOL
262,2021,Excel Analyst,57784.0,0.98,102.5,Data Entry
263,2022,Cloud Architect,273188.0,0.05,128.5,Prompt Engineering
263,2022,Cloud Architect,273188.0,0.05,128.5,Tableau
263,2022,Cloud Architect,273188.0,0.05,128.5,Vector Databases
264,2019,Data Engineer,133445.0,0.683,101.0,R
264,2019,Data Engineer,133445.0,0.683,101.0,Copy-Paste Reporting
264,2019,Data Engineer,133445.0,0.683,101.0,A/B Testing
264,2019,Data Engineer,133445.0,0.683,101.0,Power BI
264,2019,Data Engineer,133445.0,0.683,101.0,Cloud (AWS/GCP)
264,2019,Data Engineer,133445.0,0.683,101.0,Python
265,2023,Data Scientist,399337.0,0.05,138.8,Python
265,2023,Data Scientist,399337.0,0.05,138.8,Prompt Engineering
265,2023,Data Scientist,399337.0,0.05,138.8,Power BI
265,2023,Data Scientist,399337.0,0.05,138.8,SQL
265,2023,Data Scientist,399337.0,0.05,138.8,Deep Learning
265,2023,Data Scientist,399337.0,0.05,138.8,R
266,2020,Financial Analyst,283860.0,0.05,106.9,Spark/PySpark
266,2020,Financial Analyst,283860.0,0.05,106.9,Kubernetes
266,2020,Financial Analyst,283860.0,0.05,106.9,Prompt Engineering
266,2020,Financial Analyst,283860.0,0.05,106.9,Statistics
267,2020,QA Engineer,224001.0,0.98,106.6,COBOL
267,2020,QA Engineer,224001.0,0.98,106.6,Deep Learning
267,2020,QA Engineer,224001.0,0.98,106.6,Vector Databases
267,2020,QA Engineer,224001.0,0.98,106.6,Kubernetes
267,2020,QA Engineer,224001.0,0.98,106.6,Airflow
267,2020,QA Engineer,224001.0,0.98,106.6,Data Entry
268,2023,SQL Developer,219922.0,0.98,100.9,Python
268,2023,SQL Developer,219922.0,0.98,100.9,SQL
268,2023,SQL Developer,219922.0,0.98,100.9,MLOps
268,2023,SQL Developer,219922.0,0.98,100.9,Basic SEO
268,2023,SQL Developer,219922.0,0.98,100.9,Manual Testing
269,2025,Cloud Architect,330263.0,0.851,125.2,Prompt Engineering
269,2025,Cloud Architect,330263.0,0.851,125.2,MLOps
269,2025,Cloud Architect,330263.0,0.851,125.2,Manual Testing
269,2025,Cloud Architect,330263.0,0.851,125.2,Crystal Reports
270,2021,BI Developer,249868.0,0.768,115.9,Excel (Basic)
270,2021,BI Developer,249868.0,0.768,115.9,COBOL
270,2021,BI Developer,249868.0,0.768,115.9,Airflow
270,2021,BI Developer,249868.0,0.768,115.9,MLOps
270,2021,BI Developer,249868.0,0.768,115.9,SQL
270,2021,BI Developer,249868.0,0.768,115.9,Kubernetes
271,2022,DevOps Engineer,112343.0,0.98,141.8,Legacy VBA
271,2022,DevOps Engineer,112343.0,0.98,141.8,Cold Calling
271,2022,DevOps Engineer,112343.0,0.98,141.8,R
271,2022,DevOps Engineer,112343.0,0.98,141.8,Python
272,2022,Operations Analyst,83220.0,0.98,122.4,Basic SEO
272,2022,Operations Analyst,83220.0,0.98,122.4,Copy-Paste Reporting
272,2022,Operations Analyst,83220.0,0.98,122.4,COBOL
273,2024,Digital Marketer,111585.0,0.98,129.3,Legacy VBA
273,2024,Digital Marketer,111585.0,0.98,129.3,Spark/PySpark
273,2024,Digital Marketer,111585.0,0.98,129.3,Crystal Reports
273,2024,Digital Marketer,111585.0,0.98,129.3,Power BI
273,2024,Digital Marketer,111585.0,0.98,129.3,COBOL
274,2022,Accountant,214441.0,0.98,130.9,R
274,2022,Accountant,214441.0,0.98,130.9,Machine Learning
274,2022,Accountant,214441.0,0.98,130.9,COBOL
274,2022,Accountant,214441.0,0.98,130.9,Vector Databases
274,2022,Accountant,214441.0,0.98,130.9,Crystal Reports
274,2022,Accountant,214441.0,0.98,130.9,Copy-Paste Reporting
275,2019,Machine Learning Engineer,148994.0,0.98,97.8,Excel (Basic)
275,2019,Machine Learning Engineer,148994.0,0.98,97.8,Data Entry
275,2019,Machine Learning Engineer,148994.0,0.98,97.8,Legacy VBA
276,2025,Cloud Architect,338811.0,0.05,154.2,Kubernetes
276,2025,Cloud Architect,338811.0,0.05,154.2,Airflow
276,2025,Cloud Architect,338811.0,0.05,154.2,A/B Testing
277,2023,Financial Analyst,195899.0,0.98,128.9,SQL
277,2023,Financial Analyst,195899.0,0.98,128.9,Tableau
277,2023,Financial Analyst,195899.0,0.98,128.9,Cold Calling
277,2023,Financial Analyst,195899.0,0.98,128.9,Legacy VBA
277,2023,Financial Analyst,195899.0,0.98,128.9,Excel (Basic)
278,2020,DevOps Engineer,131091.0,0.895,99.6,Power BI
278,2020,DevOps Engineer,131091.0,0.895,99.6,Deep Learning
278,2020,DevOps Engineer,131091.0,0.895,99.6,Cloud (AWS/GCP)
278,2020,DevOps Engineer,131091.0,0.895,99.6,Basic SEO
278,2020,DevOps Engineer,131091.0,0.895,99.6,MS Access
279,2021,Cloud Architect,335091.0,0.827,120.8,Vector Databases
279,2021,Cloud Architect,335091.0,0.827,120.8,Statistics
279,2021,Cloud Architect,335091.0,0.827,120.8,Cloud (AWS/GCP)
279,2021,Cloud Architect,335091.0,0.827,120.8,Tableau
279,2021,Cloud Architect,335091.0,0.827,120.8,MS Access
279,2021,Cloud Architect,335091.0,0.827,120.8,Crystal Reports
280,2019,AI Engineer,145383.0,0.98,98.9,Data Entry
280,2019,AI Engineer,145383.0,0.98,98.9,Cloud (AWS/GCP)
280,2019,AI Engineer,145383.0,0.98,98.9,Legacy VBA
280,2019,AI Engineer,145383.0,0.98,98.9,COBOL
280,2019,AI Engineer,145383.0,0.98,98.9,LLMs/GenAI
281,2024,Excel Analyst,217440.0,0.495,91.0,MLOps
281,2024,Excel Analyst,217440.0,0.495,91.0,R
281,2024,Excel Analyst,217440.0,0.495,91.0,Power BI
281,2024,Excel Analyst,217440.0,0.495,91.0,Tableau
282,2022,HR Analyst,120699.0,0.98,121.3,Python
282,2022,HR Analyst,120699.0,0.98,121.3,MS Access
282,2022,HR Analyst,120699.0,0.98,121.3,Manual Testing
282,2022,HR Analyst,120699.0,0.98,121.3,dbt
282,2022,HR Analyst,120699.0,0.98,121.3,Tableau
282,2022,HR Analyst,120699.0,0.98,121.3,Excel (Basic)
283,2019,Operations Analyst,100445.0,0.98,96.8,Excel (Basic)
283,2019,Operations Analyst,100445.0,0.98,96.8,Cloud (AWS/GCP)
283,2019,Operations Analyst,100445.0,0.98,96.8,COBOL
284,2020,DevOps Engineer,176566.0,0.98,104.1,Kubernetes
284,2020,DevOps Engineer,176566.0,0.98,104.1,Legacy VBA
284,2020,DevOps Engineer,176566.0,0.98,104.1,Copy-Paste Reporting
285,2024,Cloud Architect,400800.0,0.98,125.7,Excel (Basic)
285,2024,Cloud Architect,400800.0,0.98,125.7,Cloud (AWS/GCP)
285,2024,Cloud Architect,400800.0,0.98,125.7,Vector Databases
285,2024,Cloud Architect,400800.0,0.98,125.7,COBOL
285,2024,Cloud Architect,400800.0,0.98,125.7,Tableau
285,2024,Cloud Architect,400800.0,0.98,125.7,Manual Testing
286,2024,Operations Analyst,167527.0,0.78,118.3,Legacy VBA
286,2024,Operations Analyst,167527.0,0.78,118.3,Spark/PySpark
286,2024,Operations Analyst,167527.0,0.78,118.3,MLOps
287,2021,Machine Learning Engineer,180988.0,0.98,108.7,Power BI
287,2021,Machine Learning Engineer,180988.0,0.98,108.7,Manual Testing
287,2021,Machine Learning Engineer,180988.0,0.98,108.7,Spark/PySpark
287,2021,Machine Learning Engineer,180988.0,0.98,108.7,Excel (Basic)
287,2021,Machine Learning Engineer,180988.0,0.98,108.7,SQL
287,2021,Machine Learning Engineer,180988.0,0.98,108.7,Copy-Paste Reporting
288,2024,SEO Specialist,178608.0,0.441,121.7,Prompt Engineering
288,2024,SEO Specialist,178608.0,0.441,121.7,Spark/PySpark
